parent_company_name,child_company_name
"AES CORP","AES SOUTHLAND FUNDING, L.L.C. (CURRENT)"
"AES CORP","AES SOUTHLAND HOLDINGS, L.L.C."
"AES CORP","AES SOUTHLAND HOLDINGS, L.L.C. (CURRENT)"
"AES CORP","AES SOUTHLAND, L.L.C."
"AES CORP","AES SOUTHLAND, L.L.C. (CURRENT)"
"AES CORP","AES SPARROWS POINT HOLDINGS, LLC"
"AES CORP","AES SPARROWS POINT LNG, LLC"
"AES CORP","AES STONEHAVEN HOLDING, INC"
"AES CORP","AES STONEHAVEN HOLDING, INC. (CURRENT)"
"AES CORP","AES STRATEGIC EQUIPMENT HOLDINGS CORPORATION"
"AES CORP","AES SUL, L.L.C."
"AES CORP","AES SUL, L.L.C. (CURRENT)"
"AES CORP","AES SUNBELT, L.L.C. (CURRENT)"
"AES CORP","AES TAIWAN, INC. (CURRENT)"
"AES CORP","AES TEAL HOLDING, INC"
"AES CORP","AES TEAL HOLDING, INC. (CURRENT)"
"AES CORP","AES TECHNOLOGIES HOLDINGS, LLC"
"AES CORP","AES TECHNOLOGY HOLDINGS, LLC"
"AES CORP","AES TECHNOLOGY RESEARCH, LLC"
"AES CORP","AES TEG HOLDINGS I, LLC"
"AES CORP","AES TEG HOLDINGS, LLC"
"AES CORP","AES TEG MANAGEMENT, INC"
"AES CORP","AES TEHACHAPI WIND, LLC"
"AES CORP","AES TELECOM AMERICAS, INC"
"AES CORP","AES TELECOM AMERICAS, INC. (CURRENT)"
"AES CORP","AES TELECOM DEVELOPMENT, L.L.C. (CURRENT)"
"AES CORP","AES TELEINVEST, L.L.C. (CURRENT)"
"AES CORP","AES TEP HOLDINGS I, LLC"
"AES CORP","AES TEP HOLDINGS, LLC"
"AES CORP","AES TEP MANAGEMENT, INC"
"AES CORP","AES TEXAS FUNDING III, L.L.C."
"AES CORP","AES TEXAS FUNDING III, L.L.C. (CURRENT)"
"AES CORP","AES TEXAS WIND HOLDINGS, LLC"
"AES CORP","AES THAMES, L.L.C."
"AES CORP","AES THAMES, L.L.C. (CURRENT)"
"AES CORP","AES TRANS-ELECT HOLDINGS, L.L.C."
"AES CORP","AES TRANSGAS, LLC"
"AES CORP","AES TRANSGAS, LLC (CURRENT)"
"AES CORP","AES TRANSMISSION HOLDINGS, LLC"
"AES CORP","AES TRANSPORTATION SERVICES, L.L.C."
"AES CORP","AES TRANSPOWER, INC"
"AES CORP","AES TRANSPOWER, INC. (CURRENT)"
"AES CORP","AES TRUST I"
"AES CORP","AES TRUST I (CURRENT)"
"AES CORP","AES TRUST II"
"AES CORP","AES TRUST II (CURRENT)"
"AES CORP","AES TRUST III"
"AES CORP","AES TRUST III (CURRENT)"
"AES CORP","AES TRUST IV"
"AES CORP","AES TRUST IV (CURRENT)"
"AES CORP","AES TRUST V"
"AES CORP","AES TRUST V (CURRENT)"
"AES CORP","AES TRUST VII"
"AES CORP","AES TRUST VII (CURRENT)"
"AES CORP","AES TRUST VIII"
"AES CORP","AES TRUST VIII (CURRENT)"
"AES CORP","AES TURBINE EQUIPMENT, INC"
"AES CORP","AES TURBINE EQUIPMENT, INC. (CURRENT)"
"AES CORP","AES U.S. SOLAR, LLC"
"AES CORP","AES UK POWER, L.L.C."
"AES CORP","AES UK POWER, L.L.C. (CURRENT)"
"AES CORP","AES US WIND DEVELOPMENT, L.L.C."
"AES CORP","AES VFL HOLDINGS, L.L.C."
"AES CORP","AES WALNUT CREEK, LLC"
"AES CORP","AES WARRIOR RUN FUNDING, L.L.C."
"AES CORP","AES WARRIOR RUN FUNDING, L.L.C. (CURRENT)"
"AES CORP","AES WARRIOR RUN, L.L.C."
"AES CORP","AES WARRIOR RUN, L.L.C. (CURRENT)"
"AES CORP","AES WESTERN MARYLAND MANAGEMENT, L.L.C."
"AES CORP","AES WESTERN MARYLAND MANAGEMENT, L.L.C. (CURRENT)"
"AES CORP","AES WESTERN POWER HOLDINGS, L.L.C."
"AES CORP","AES WESTERN POWER, L.L.C."
"AES CORP","AES WESTERN WIND MV ACQUISITION, LLC"
"AES CORP","AES WESTERN WIND, L.L.C."
"AES CORP","AES WESTOVER, L.L.C."
"AES CORP","AES WESTOVER, L.L.C. (CURRENT)"
"AES CORP","AES WHITEFIELD, INC. (CURRENT)"
"AES CORP","AES WILLIAM HOLDING II, INC"
"AES CORP","AES WILLIAM HOLDING II, INC. (CURRENT)"
"AES CORP","AES WILLIAM HOLDING, INC"
"AES CORP","AES WILLIAM HOLDING, INC. (CURRENT)"
"AES CORP","AES WILSON CREEK WIND, LLC"
"AES CORP","AES WIND GENERATION, LLC"
"AES CORP","AES WIND, L.L.C."
"AES CORP","AES WOLF HOLLOW, L.P. (CURRENT)"
"AES CORP","AES WR PARTNERSHIP"
"AES CORP","AES WR PARTNERSHIP (CURRENT)"
"AES CORP","AES XLTG, LLC"
"AES CORP","AES ZEPHYR 2, LLC"
"AES CORP","AES ZEPHYR 3, LLC"
"AES CORP","AES ZEPHYR 4, L.L.C."
"AES CORP","AES ZEPHYR 5, LLC"
"AES CORP","AES ZEPHYR 6, LLC"
"AES CORP","AES ZEPHYR, INC"
"AES CORP","AES-ACCIONA ENERGY NY, LLC"
"AES CORP","AES-EHN NY WINDPOWER, LLC"
"AES CORP","AGCERT SERVICES (USA), INC"
"AES CORP","BOHEMIA INVESTMENTS, LLC"
"AES CORP","BUFFALO GAP HOLDINGS 2, LLC"
"AES CORP","BUFFALO GAP HOLDINGS 3, L.L.C."
"AES CORP","BUFFALO GAP HOLDINGS 4, L.L.C."
"AES CORP","BUFFALO GAP HOLDINGS 5, LLC"
"AES CORP","BUFFALO GAP HOLDINGS 6, LLC"
"AES CORP","BUFFALO GAP HOLDINGS, LLC"
"AES CORP","BUFFALO GAP WIND FARM 2, LLC"
"AES CORP","BUFFALO GAP WIND FARM 3, L.L.C."
"AES CORP","BUFFALO GAP WIND FARM 4, L.L.C."
"AES CORP","BUFFALO GAP WIND FARM 5, LLC"
"AES CORP","BUFFALO GAP WIND FARM 6, LLC"
"AES CORP","BUFFALO GAP WIND FARM, LLC"
"AES CORP","CAPROCK CANYON WINDS, LLC"
"AES CORP","CAVANAL MINERALS, INC. (CURRENT)"
"AES CORP","CAVANAL MINERALS, LLC"
"AES CORP","CAVANAL MINERALS, LLC (CURRENT)"
"AES CORP","CENTRAL ILLINOIS GENERATION INC"
"AES CORP","CENTRAL ILLINOIS LIGHT COMPANY (CURRENT)"
"AES CORP","CENTRAL VALLEY FUELS MANAGEMENT, INC"
"AES CORP","CENTRAL VALLEY FUELS MANAGEMENT, INC. (CURRENT)"
"AES CORP","CILCO ENERGY CORPORATION (CURRENT)"
"AES CORP","CILCO EXPLORATION & DEVELOPMENT COMPANY (CURRENT)"
"AES CORP","CILCORP INVESTMENT MANAGEMENT INC. (CURRENT)"
"AES CORP","CILCORP VENTURES INC. (CURRENT)"
"AES CORP","CILCORP, INC. (CURRENT)"
"AES CORP","CLEVELAND DISTRICT COOLING CORPORATION (CURRENT)"
"AES CORP","CLEVELAND THERMAL ENERGY CORPORATION (CURRENT)"
"AES CORP","CLM X INC. (CURRENT)"
"AES CORP","CLM XI INC. (CURRENT)"
"AES CORP","CMS GENERATION SAN NICOLAS COMPANY"
"AES CORP","CMS GENERATION SAN NICOLAS COMPANY (CURRENT)"
"AES CORP","COAL CREEK MINERALS, INC. (CURRENT)"
"AES CORP","COAL CREEK MINERALS, LLC"
"AES CORP","COAL CREEK MINERALS, LLC (CURRENT)"
"AES CORP","CONDON WIND POWER, LLC"
"AES CORP","CROWNE INVESTMENTS, LLC (CURRENT)"
"AES CORP","DAGGET RIDGE WIND FARM, LLC"
"AES CORP","DAGGETT RIDGE WIND FARM, LLC"
"AES CORP","DIAMOND DEVELOPMENT, INC"
"AES CORP","DOLPHIN SUBSIDIARY II HOLDINGS, INC"
"AES CORP","DORNOCH CAPITAL MANAGEMENT, L.L.C."
"AES CORP","DORNOCH CAPITAL MANAGEMENT, L.L.C. (CURRENT)"
"AES CORP","DOUGLAS HOLDINGS, INC. (CURRENT)"
"AES CORP","DPL CAPITAL TRUST II"
"AES CORP","DPL DREDGING, LLC"
"AES CORP","DPL ENERGY RESOURCES, INC"
"AES CORP","DPL ENERGY, LLC"
"AES CORP","DPL INC"
"AES CORP","EAGLE RIDGE MINERALS HOLDINGS, LLC"
"AES CORP","EAGLE RIDGE MINERALS, LLC"
"AES CORP","ECOTEK NEWCO CORPORATION"
"AES CORP","ECOTEK NEWCO CORPORATION (CURRENT)"
"AES CORP","EL SALVADOR ENERGY HOLDINGS (CURRENT)"
"AES CORP","EL SALVADOR GENERATION COMPANY, LTDA. DE C.V."
"AES CORP","ELECTROANDES I, LLC (CURRENT)"
"AES CORP","ELECTROANDES II, LLC (CURRENT)"
"AES CORP","FOOTE CREEK V, LLC"
"AES CORP","GEOUTILITIES, INC. (CURRENT)"
"AES CORP","GHANA HOLDINGS LLC (CURRENT)"
"AES CORP","GHGS COAL MINE METHANE, LLC"
"AES CORP","GHGS DEVELOPMENT, LLC"
"AES CORP","GHGS OFFSETS, LLC"
"AES CORP","GRANBURY POWER PLANT MANAGEMENT HOLDCO, L.L.C."
"AES CORP","GRANBURY POWER PLANT MANAGEMENT HOLDCO., L.L.C."
"AES CORP","GREENHOUSE GAS SERVICES, LLC"
"AES CORP","HAYWOOD POWER I, LLC (CURRENT)"
"AES CORP","HEALTH AND WELFARE BENEFIT PLANS LLC"
"AES CORP","HEMPHILL POWER AND LIGHT COMPANY"
"AES CORP","HEMPHILL POWER AND LIGHT COMPANY (CURRENT)"
"AES CORP","INDIANAPOLIS CAMPUS ENERGY, INC"
"AES CORP","INDIANAPOLIS CAMPUS ENERGY, INC. (CURRENT)"
"AES CORP","INDIANAPOLIS POWER & LIGHT COMPANY"
"AES CORP","INDIANAPOLIS POWER & LIGHT COMPANY (CURRENT)"
"AES CORP","INTERAMERICAN ENERGY LEASING COMPANY (CURRENT)"
"AES CORP","IPALCO ENTERPRISES, INC"
"AES CORP","IPALCO ENTERPRISES, INC. (CURRENT)"
"AES CORP","IPL FUNDING CORPORATION"
"AES CORP","IPL FUNDING CORPORATION (CURRENT)"
"AES CORP","JSC AES TELASI (CURRENT)"
"AES CORP","K&M ENERGY INVESTMENT, LLC (CURRENT)"
"AES CORP","K&M INTERAMERICAN INVESTMENT COMPANY, L.P. (CURRENT)"
"AES CORP","KMR ACQUISITION CO. LLC"
"AES CORP","KMR ACQUISITION CO. LLC (CURRENT)"
"AES CORP","KMR COLOMBIA I, L.P. (CURRENT)"
"AES CORP","KMR COLOMBIA I, LLC (CURRENT)"
"AES CORP","KMR COLOMBIA III CORPORATION (CURRENT)"
"AES CORP","KMR POWER (BERMUDA) LTD. (CURRENT)"
"AES CORP","LA PLATA HOLDINGS, INC. (CURRENT)"
"AES CORP","LA PLATA II, INC. (CURRENT)"
"AES CORP","LA PLATA II, LTD"
"AES CORP","LA PLATA III, INC. (CURRENT)"
"AES CORP","LA PLATA III, LTD"
"AES CORP","LA PLATA PARTNERS, L.P."
"AES CORP","LA PLATA PARTNERS, L.P. (CURRENT)"
"AES CORP","LAKE BENTON HOLDINGS LLC"
"AES CORP","LAKE BENTON POWER ASSOCIATES LLC"
"AES CORP","LAKE BENTON POWER PARTNERS L.L.C."
"AES CORP","LAKE WORTH GENERATION, LLC"
"AES CORP","LAKE WORTH GENERATION, LLC (CURRENT)"
"AES CORP","LW GENERATION CORPORATION"
"AES CORP","LW GENERATION CORPORATION (CURRENT)"
"AES CORP","MACGREGOR PARK, INC"
"AES CORP","MAMONAL ACQUISITION CORPORATION (CURRENT)"
"AES CORP","MC SQUARED ENERGY SERVICES, LLC"
"AES CORP","MIAMI VALLEY INSURANCE COMPANY"
"AES CORP","MIAMI VALLEY LEASING, INC"
"AES CORP","MIAMI VALLEY LIGHTING, LLC"
"AES CORP","MIAMI VALLEY SOLAR, LLC"
"AES CORP","MID-AMERICA CAPITAL RESOURCES, INC"
"AES CORP","MID-AMERICA CAPITAL RESOURCES, INC. (CURRENT)"
"AES CORP","MID-AMERICA ENERGY RESOURCES, INC"
"AES CORP","MID-AMERICA ENERGY RESOURCES, INC. (CURRENT)"
"AES CORP","MID-ATLANTIC EXPRESS HOLDINGS, L.L.C."
"AES CORP","MID-ATLANTIC EXPRESS, L.L.C."
"AES CORP","MOUNTAIN MINERALS, INC. (CURRENT)"
"AES CORP","MOUNTAIN MINERALS, LLC"
"AES CORP","MOUNTAIN MINERALS, LLC (CURRENT)"
"AES CORP","MOUNTAIN VIEW POWER PARTNERS IV, LLC"
"AES CORP","MOUNTAIN VIEW POWER PARTNERS, LLC"
"AES CORP","MOUNTAINVIEW HOLDING COMPANY, LLC (CURRENT)"
"AES CORP","MOUNTAINVIEW POWER COMPANY (CURRENT)"
"AES CORP","MOUNTAINVIEW POWER COMPANY, LLC (CURRENT)"
"AES CORP","MOUNTAINVIEW POWER DEVELOPMENT COMPANY, LLC (CURRENT)"
"AES CORP","NEWBURGH HYDRO, LLC"
"AES CORP","NIAGARA SHORE WINDS, LLC"
"AES CORP","NORTH RIM WIND, LLC"
"AES CORP","PLACERITA OIL CO., INC."
"AES CORP","PLACERITA OIL CO., INC. (CURRENT)"
"AES CORP","PLANET SERVICES, INC. (CURRENT)"
"AES CORP","PLANETSERVICE, INC. (CURRENT)"
"AES CORP","PLANETSERVICES.COM, INC. (CURRENT)"
"AES CORP","PLAZA BUILDING, INC"
"AES CORP","PRASENTIA, LLC"
"AES CORP","QST ENTERPRISES INC. (CURRENT)"
"AES CORP","RED MOUNTAIN RIDGE WIND FARM, LLC"
"AES CORP","RED RIVER HYDRO, LLC"
"AES CORP","REMITTANCE PROCESSING SERVICES, LLC"
"AES CORP","RIVERSIDE CANAL POWER COMPANY"
"AES CORP","RIVERSIDE CANAL POWER COMPANY (CURRENT)"
"AES CORP","SAGEBRUSH PARTNER EIGHTEEN, INC"
"AES CORP","SAGEBRUSH PARTNER NINETEEN, INC"
"AES CORP","SAGEBRUSH PARTNER SEVENTEEN, INC"
"AES CORP","SAGEBRUSTH PARTNER SEVENTEEN, INC"
"AES CORP","SAN FRANCISCO ENERGY COMPANY, L.P."
"AES CORP","SAN FRANCISCO ENERGY COMPANY, L.P. (CURRENT)"
"AES CORP","SAN JACINTO POWER COMPANY"
"AES CORP","SAND RIDGE WIND FARM, LLC"
"AES CORP","SEAWEST ASSET MANAGEMENT SERVICES, LLC"
"AES CORP","SEAWEST CONSULTING, LLC"
"AES CORP","SEAWEST ENERGY PROJECT ASSOCIATES, LLC"
"AES CORP","SEAWEST HOLDINGS, INC"
"AES CORP","SEAWEST HOLDINGS, LLC"
"AES CORP","SEAWEST NORTHWEST ASSET HOLDINGS, LLC"
"AES CORP","SEAWEST POWER RESOURCES, LLC"
"AES CORP","SEAWEST PROPERTIES, LLC"
"AES CORP","SEAWEST WYOMING, LLC"
"AES CORP","SFS CORPORATION (CURRENT)"
"AES CORP","SOMERSET RAILROAD CORPORATION"
"AES CORP","SOMERSET RAILROAD CORPORATION (CURRENT)"
"AES CORP","STAR NATURAL GAS COMPANY"
"AES CORP","STAR NATURAL GAS COMPANY (CURRENT)"
"AES CORP","STORE HEAT AND PRODUCE ENERGY, INC"
"AES CORP","STORE HEAT AND PRODUCE ENERGY, INC. (CURRENT)"
"AES CORP","STORM LAKE II HOLDINGS LLC"
"AES CORP","STORM LAKE II POWER ASSOCIATES LLC"
"AES CORP","STORM LAKE POWER PARTNERS II LLC"
"AES CORP","STORMFISHER BIOGAS USA, LLC"
"AES CORP","SUFFOLK POWER I, L.L.C. (CURRENT)"
"AES CORP","SYCAMORE RIDGE CO., L.L.C. (CURRENT)"
"AES CORP","TECUMSEH COAL CORPORATION"
"AES CORP","TEG/TEP MANAGEMENT, LLC"
"AES CORP","THE DAYTON POWER AND LIGHT COMPANY"
"AES CORP","THERMENDOTA, INC"
"AES CORP","THERMENDOTA, INC. (CURRENT)"
"AES CORP","THERMO ECOTEK CORPORATION (CURRENT)"
"AES CORP","THERMO FUELS COMPANY, INC"
"AES CORP","THERMO FUELS COMPANY, INC. (CURRENT)"
"AES CORP","THINKAES, INC. (CURRENT)"
"AES CORP","TITAN ENERGY OF GEORGIA, INC"
"AES CORP","TITAN ENERGY OF GEORGIA, INC. (CURRENT)"
"AES CORP","TOTEM GAS STORAGE COMPANY, LLC (CURRENT)"
"AES CORP","TOTEM POWER, LLC"
"AES CORP","TOTEM POWER, LLC (CURRENT)"
"AES CORP","TRANSMISSION MANAGEMENT SERVICES, L.L.C. (CURRENT)"
"AES CORP","UNIONTOWN HYDRO, LLC"
"AES CORP","UNITED ENERGY MANAGEMENT, INC. (CURRENT)"
"AES CORP","VPI ENTERPRISES, INC"
"AES CORP","WEST COUNTY GENERATION, LLC (CURRENT)"
"AES CORP","WHITEFIELD POWER AND LIGHT COMPANY (CURRENT)"
"AETNA INC","@CREDENTIALS INC"
"AETNA INC","ACTIVE HEALTH MANAGEMENT, INC"
"AETNA INC","AE FOURTEEN, INCORPORATED"
"AETNA INC","AELAN INC"
"AETNA INC","AET HEALTH CARE PLAN OF CALIFORNIA, INC"
"AETNA INC","AET HEALTH CARE PLAN, INC"
"AETNA INC","AETNA /AREA CORPORATION"
"AETNA INC","AETNA AFFORDABLE HOUSING, INC"
"AETNA INC","AETNA ASSET ADVISORS, LLC"
"AETNA INC","AETNA BEHAVIORAL HEALTH, LLC"
"AETNA INC","AETNA BETTER HEALTH INC"
"AETNA INC","AETNA BETTER HEALTH, INC"
"AETNA INC","AETNA CAPITAL MANAGEMENT, LLC"
"AETNA INC","AETNA CRITERION COMMUNICATIONS, INC"
"AETNA INC","AETNA DENTAL INC"
"AETNA INC","AETNA DENTAL MAINTENANCE ORGANIZATION, INC"
"AETNA INC","AETNA DENTAL OF CALIFORNIA INC"
"AETNA INC","AETNA FAMILY PLANS OF GEORGIA INC"
"AETNA INC","AETNA FAMILY PLANS OF PENNSYLVANIA INC"
"AETNA INC","AETNA FINANCIAL HOLDINGS, LLC"
"AETNA INC","AETNA FINANCIAL SERVICES, LLC"
"AETNA INC","AETNA GLOBAL BENEFITS ADMINISTRATORS INC"
"AETNA INC","AETNA GOVERNMENT HEALTH PLANS, LLC"
"AETNA INC","AETNA HEALTH ADMINISTRATORS, LLC"
"AETNA INC","AETNA HEALTH AND LIFE INSURANCE COMPANY"
"AETNA INC","AETNA HEALTH AND LIFE LNSURANCE COMPANY"
"AETNA INC","AETNA HEALTH HOLDINGS, LLC"
"AETNA INC","AETNA HEALTH HOLDINGS, LLC OWNS 56% LY AND NYLCARE HEALTH PLANS, INC. OWNS 44% LY OF AETNA HEALTH INC. (MD)."
"AETNA INC","AETNA HEALTH INC"
"AETNA INC","AETNA HEALTH INFORMATION SOLUTIONS, INC"
"AETNA INC","AETNA HEALTH INSURANCE COMPANY OF CONNECTICUT"
"AETNA INC","AETNA HEALTH INSURANCE COMPANY OF NEW YORK"
"AETNA INC","AETNA HEALTH LNSURANCE COMPANY"
"AETNA INC","AETNA HEALTH LNSURANCE COMPANY OF NEW YORK"
"AETNA INC","AETNA HEALTH MANAGEMENT, LLC"
"AETNA INC","AETNA HEALTH OF CALIFORNIA INC"
"AETNA INC","AETNA HEALTH OF ILLINOIS INC"
"AETNA INC","AETNA HEALTH OF THE CAROLINAS INC"
"AETNA INC","AETNA HEALTH OF WASHINGTON INC"
"AETNA INC","AETNA INC"
"AETNA INC","AETNA INSURANCE COMPANY OF CONNECTICUT"
"AETNA INC","AETNA INTEGRATED INFORMATICS, INC"
"AETNA INC","AETNA INTELIHEALTH INC"
"AETNA INC","AETNA INTERNATIONAL INC"
"AETNA INC","AETNA IRELAND INC"
"AETNA INC","AETNA IRELAND, LLC"
"AETNA INC","AETNA LIFE ASSIGNMENT COMPANY"
"AETNA INC","AETNA LIFE INSURANCE COMPANY"
"AETNA INC","AETNA LIFE LNSURANCE COMPANY"
"AETNA INC","AETNA PARTNERS DIVERSIFIED FUND, LLC"
"AETNA INC","AETNA REAL ESTATE PROPERTIES, INC"
"AETNA INC","AETNA RX HOME DELIVERY, LLC"
"AETNA INC","AETNA SPECIALTY PHARMACY, LLC"
"AETNA INC","AETNA STUDENT HEALTH AGENCY INC"
"AETNA INC","AETNA U.S. HEALTHCARE HOLDINGS, INC."
"AETNA INC","AETNA VENTURES, LLC"
"AETNA INC","AETNA WORKERS' COMP ACCESS, LLC"
"AETNA INC","AETNA/AREA CORPORATION"
"AETNA INC","AHP HOLDINGS, INC"
"AETNA INC","ASI WINGS, L.L.C"
"AETNA INC","ASI WINGS, L.L.C."
"AETNA INC","AUSHC HOLDINGS, INC"
"AETNA INC","AZALEA MALL, L.L.C"
"AETNA INC","AZALEA MALL, L.L.C."
"AETNA INC","BENTANA TECHNOLOGIES, INC"
"AETNA INC","BPC EQUITY, INC"
"AETNA INC","BPC EQUITY, LLC"
"AETNA INC","BROADSPIRE NATIONAL SERVICES, INC"
"AETNA INC","CANAL PLACE, LLC"
"AETNA INC","CHICKERING BENEFIT PLANNING INSURANCE AGENCY, INC"
"AETNA INC","CHICKERING CLAIMS ADMINISTRATORS, INC"
"AETNA INC","CIRCULATION L.L.C"
"AETNA INC","CIRCULATION L.L.C."
"AETNA INC","CMBS HOLDINGS, INC"
"AETNA INC","CMBS HOLDINGS, INC. - II"
"AETNA INC","CMBS HOLDINGS, L.L.C"
"AETNA INC","CMBS HOLDINGS, L.L.C."
"AETNA INC","COFINITY, INC"
"AETNA INC","COMMERCIAL AVENUE AND FIRST STREET INVESTORS LLC"
"AETNA INC","CORPORATE HEALTH INSURANCE COMPANY"
"AETNA INC","CREDENTIALS INC"
"AETNA INC","CRITERION COMMUNICATIONS, INC"
"AETNA INC","DRAGON ACQUISITION COMPANY"
"AETNA INC","EMPLOYEE ASSISTANCE SERVICES, LLC"
"AETNA INC","ETHIX NORTHWEST, INC"
"AETNA INC","FLAGSTONE CHURCH, LLC"
"AETNA INC","GOODHEALTH WORLDWIDE ADMINISTRATORS INC"
"AETNA INC","HEALTH AND HUMAN RESOURCE CENTER, INC"
"AETNA INC","HEALTH COST CONSULTANTS, INC"
"AETNA INC","HEALTH DATA & MANAGEMENT SOLUTIONS, INC"
"AETNA INC","HEALTH RE, INC"
"AETNA INC","HEALTH RE, INCORPORATED"
"AETNA INC","HMS COLORADO, INC"
"AETNA INC","HMS HEALTHCARE, INC"
"AETNA INC","INFORMED HEALTH, INC"
"AETNA INC","INFORMED HEALTH, LLC"
"AETNA INC","INTEGRATED PHARMACY SOLUTIONS, INC"
"AETNA INC","INTELIHEALTH INC"
"AETNA INC","KOLL CENTER NEWPORT A"
"AETNA INC","KOLL CENTER NEWPORT NUMBER"
"AETNA INC","LEADING BENEFIT SOLUTIONS, LLC"
"AETNA INC","LUETTGENS"
"AETNA INC","LUETTGENS LIMITED"
"AETNA INC","MALL OWNERS LLC"
"AETNA INC","MANAGED CARE COORDINATORS, INC"
"AETNA INC","MISSOURI CARE, INCORPORATED"
"AETNA INC","MONTEBELLO TOWN CENTER INVESTORS LLC"
"AETNA INC","MOUNTAIN MEDICAL AFFILIATES, INC"
"AETNA INC","NEW YORK LIFE AND HEALTH INSURANCE COMPANY"
"AETNA INC","NYLCARE HEALTH PLANS, INC"
"AETNA INC","NYLCARE OF NEW ENGLAND, INC"
"AETNA INC","NYLCARE OF TEXAS, INC"
"AETNA INC","ONE LIBERTY PLAZA HOLDINGS, INC"
"AETNA INC","PE HOLDINGS, LLC"
"AETNA INC","PHPSNE PARENT CORPORATION"
"AETNA INC","PRIMARY HOLDINGS, INC"
"AETNA INC","PRIMARY INVESTMENTS, INC"
"AETNA INC","PRIMARY INVESTMENTS, INC. OWNS 70% AND AETNA HEALTH MANAGEMENT, LLC OWNS 30% OF AETNA HEALTH INC. (GA)."
"AETNA INC","PROVIDER NETWORKS OF AMERICA, INC"
"AETNA INC","PRUDENTIAL HEALTH CARE PLAN, INC"
"AETNA INC","RESOURCES FOR LIVING, LLC"
"AETNA INC","SABH OF ARIZONA, INCORPORATED"
"AETNA INC","SANUS OF NEW YORK AND NEW JERSEY, INC"
"AETNA INC","SCHALLER ANDERSON MEDICAL ADMINISTRATORS, INCORPORATED"
"AETNA INC","SCHALLER ANDERSON OF ARIZONA, L.L.C."
"AETNA INC","SCHALLER ANDERSON, L.L.C."
"AETNA INC","SLOAN'S LAKE MANAGEMENT CORP"
"AETNA INC","SPATIUM, LLC"
"AETNA INC","STRATEGIC RESOURCE COMPANY"
"AETNA INC","TANKER SIX, LLC"
"AETNA INC","THE ETHIX CORPORATION"
"AETNA INC","THE VASQUEZ GROUP INC"
"AETNA INC","TRUMBULL FOUR, INC"
"AETNA INC","TRUMBULL ONE, INC"
"AETNA INC","U. S. QUALITY ALGORITHMS, INC."
"AETNA INC","U.S. HEALTH AVIATION CORP."
"AETNA INC","U.S. HEALTHCARE ADVANTAGE, LLC"
"AETNA INC","U.S. HEALTHCARE FINANCIAL SERVICES, LLC"
"AETNA INC","U.S. HEALTHCARE PROPERTIES, INC."
"AETNA INC","U.S. PATRIOTCARE, INC."
"AETNA INC","U.S. PATROITCARE, INC."
"AETNA INC","WORK AND FAMILY BENEFITS, INC"
"AFLAC INC","AFLAC INFORMATION TECHNOLOGY, INCORPORATED"
"AFLAC INC","AFLAC INTERNATIONAL, INCORPORATED"
"AFLAC INC","AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS (AFLAC)"
"AFLAC INC","AMERICAN FAMILY LIFE ASSURANCE COMPANY OF NEW YORK"
"AFLAC INC","COMMUNICORP, INCORPORATED"
"AFLAC INC","CONTINENTAL AMERICAN INSURANCE COMPANY"
"AIRGAS INC","AIRGAS REALTY, INC"
"ALCOA INC","AAC HOLDINGS COMPANY"
"ALCOA INC","ALCOA BRAZIL HOLDINGS COMPANY"
"ALCOA INC","ALCOA CLOSURE SYSTEMS INTERNATIONAL, INC"
"ALCOA INC","ALCOA CLOSURES HOLDING COMPANY LLC"
"ALCOA INC","ALCOA DOMESTIC LLC"
"ALCOA INC","ALCOA EXTRUSIONS, INC"
"ALCOA INC","ALCOA HOME EXTERIORS, INC"
"ALCOA INC","ALCOA INTERNATIONAL HOLDINGS COMPANY"
"ALCOA INC","ALCOA LAUDEL, INC"
"ALCOA INC","ALCOA MINERALS OF JAMAICA, L.L.C."
"ALCOA INC","ALCOA POWER GENERATING INC"
"ALCOA INC","ALCOA SECURITIES CORPORATION"
"ALCOA INC","ALCOA WORLD ALUMINA LLC"
"ALCOA INC","ALUMAX FOILS, INC"
"ALCOA INC","ALUMAX INC"
"ALCOA INC","ALUMAX MILL PRODUCTS, INC"
"ALCOA INC","ALUMINERIE LAURALCO, INC"
"ALCOA INC","CORDANT TECHNOLOGIES HOLDING COMPANY"
"ALCOA INC","EASTALCO ALUMINUM COMPANY"
"ALCOA INC","HOWMET HOLDINGS COMPANY"
"ALCOA INC","HOWMET HOLDINGS CORPORATION"
"ALCOA INC","HOWMET INTERNATIONAL INC"
"ALCOA INC","INTALCO ALUMINUM CORPORATION"
"ALCOA INC","IPC, INC"
"ALCOA INC","IVEX PACKAGING CORPORATION"
"ALCOA INC","KAWNEER COMPANY, INC"
"ALCOA INC","KAWNEER GERMANY, INC"
"ALCOA INC","PIMALCO, INC"
"ALCOA INC","REYNOLDS METALS COMPANY"
"ALCOA INC","SURINAME ALUMINUM COMPANY, L.L.C."
"ALCOA INC","TIFTON ALUMINUM COMPANY, INC"
"ALLERGAN INC","ALLERGAN USA, INC"
"ALLSTATE CORP","AFD, INC"
"ALLSTATE CORP","AFD, INC."
"ALLSTATE CORP","AFDW, INC"
"ALLSTATE CORP","ALFS, INC"
"ALLSTATE CORP","ALIC REINSURANCE COMPANY"
