parent_company_name,child_company_name
COMCAST CORP,TEGIC COMMUNICATIONS CORPORATION/
COMCAST CORP,ENTERTAINMENT WEEKLY INC/
ACE LTD,ACE ASSET MANAGEMENT INC
WELLS FARGO & CO,BAY COMMERCE CAPITAL LLC
COMCAST CORP,TEXAS CABLE PARTNERS L.P/
COMCAST CORP,WARNER BROS. ENTERPRISES LLC/
COMCAST CORP,"CPP/BELWIN, INC. /"
KINDER MORGAN INC,NS 307 HOLDINGS INC
COMCAST CORP,"LEISURE ARTS, INC. /"
COMCAST CORP,SIGMA SYSTEMS GROUP (USA) INC
DOW CHEMICAL CO,DOW AGROSCIENCES INTERNATIONAL LTD
KINDER MORGAN INC,WEST2EAST PIPELINE LLC
CITIGROUP INC,METALMARK CAPITAL HOLDINGS LLC
KINDER MORGAN INC,EXPRESS HOLDINGS (USA) INC. - DE
WELLS FARGO & CO,EPIC FUNDING CORPORATION
COMCAST CORP,TIME INC. /
KINDER MORGAN INC,"KM INTERNATIONAL SERVICES, INC"
COMCAST CORP,IVY HILL CORPORATION /
COMCAST CORP,"THIS OLD HOUSE PRODUCTIONS, INC. /"
EXXON MOBIL CORP,CLASSIC PETROLEUM INC
KINDER MORGAN INC,CENTRAL FLORIDA PIPELINE LLC
AMERICAN EXPRESS CO,"IDS CAPITAL HOLDINGS, INC"
EXXON MOBIL CORP,"XTO RESOURCES I, LP"
WELLS FARGO & CO,"MORTON INTERNATIONAL, INC"
KINDER MORGAN INC,KINDER MORGAN W2E PIPELINE LLC
KINDER MORGAN INC,"GENERAL STEVEDORES GP, LLC"
MORGAN STANLEY,MORGAN STANELY COPSE LLC
COMCAST CORP,TIME WARNER CABLE INC/
WELLS FARGO & CO,ROHM AND HAAS ELECTRONIC MATERIALS CMP ASIA INC
KINDER MORGAN INC,B
WELLS FARGO & CO,"ROHM AND HAAS LATIN AMERICA, INC"
COMCAST CORP,"DIGITAL MARKETING SERVICES, INC/"
FIFTH THIRD BANCORP,"FIFTH THIRD FUNDING, LLC"
KINDER MORGAN INC,KINDER MORGAN COLUMBUS LLC
DUKE ENERGY CORP,"MORRIS GASCO, LLC"
WELLS FARGO & CO,ROHM AND HAAS CREDIT LLC
AMEREN CORP,"CENTRAL ILLINOIS LIGHT COMPANY, D/B/A AMERENCILCO"
COMCAST CORP,WTTA INCORPORATED/
COMCAST CORP,"CABLE NEWS NETWORK LP, LLLP/"
KINDER MORGAN INC,"KMGP SERVICES COMPANY, INC"
COMCAST CORP,WARNER BROS. PUBLICATIONS U.S. INC. /
DUKE ENERGY CORP,"FIBER LINK, LLC"
MORGAN STANLEY,"FD INSURANCE SERVICES OF TEXAS, INC"
WEYERHAEUSER CO,AMERICAN CEMWOOD CORPORATION
DUKE ENERGY CORP,CATAMOUNT HEARTLANDS CORPORATION
KINDER MORGAN INC,"RIVER TERMINALS PROPERTIES, LP"
COMCAST CORP,"TEN INVESTMENT COMPANY, INC. /"
COMCAST CORP,BURBANK TELEVISION ENTERPRISES LLC/
COMCAST CORP,ESSENCE COMMUNICATIONS INC/
KINDER MORGAN INC,KINDER MORGAN FOUNDATION (NONPROFIT)
COMCAST CORP,WARNER BROS. DISTRIBUTING INC/
COMCAST CORP,BURBANK TELEVISION ENTERPRISES INC/
WELLS FARGO & CO,ROHM AND HAAS INVESTMENT HOLDINGS INC
AMERICAN EXPRESS CO,"ADVISORY CAPITAL STRATEGIES GROUP, INC"
WELLS FARGO & CO,"ROHM AND HAAS SOUTHEAST ASIA, INC"
COMCAST CORP,AOL PREMIUM SERVICES LLC /
COMCAST CORP,TEGIC COMMUNICATIONS CORPORATION /
DUKE ENERGY CORP,INVER ENERGY HOLDINGS II (CAYMAN ISLANDS)
COMCAST CORP,"SYNAPSE GROUP, INC. /"
WELLS FARGO & CO,RODEL TECHNOLOGIES CORPORATION
WELLS FARGO & CO,"ROHM AND HAAS ELECTRONIC MATERIALS CMP HOLDINGS, INC"
COMCAST CORP,TIME INC/
KINDER MORGAN INC,"TAJON HOLDINGS, INC"
WELLS FARGO & CO,CUPERTINO CAPITAL LLC
FORD MOTOR CO,FORD CREDIT AUTO OWNER TRUST 2006-C
CONOCOPHILLIPS,BROG LP INC/
CAREFUSION CORP,"TIARA MEDICAL SYSTEMS, INC"
DUKE ENERGY CORP,DUKE ENERGY INTERNATIONAL PTY LTD (AUSTRALIA)
CITIGROUP INC,DELPHI I ASSET HOLDING LLC
FORD MOTOR CO,FORD CREDIT AUTO OWNER TRUST 2006-A
COMCAST CORP,"TURNER INTERNATIONAL, INC/"
COMCAST CORP,"CNN INVESTMENT COMPANY, INC/"
COMCAST CORP,WARNER BROS. STUDIO FACILITIES INC.
MORGAN STANLEY,MS SOLAR CANADA HOLDINGS INC
KINDER MORGAN INC,KINDER MORGAN TANK STORAGE TERMINALS LLC
CAREFUSION CORP,PULMONETIC SYSTEMS INC
WELLS FARGO & CO,ROHM AND HAAS EQUITY CORPORATION
COMCAST CORP,TW NY CABLE HOLDING INC
AMERICAN EXPRESS CO,AMERICAN EXPRESS ASSET MANAGEMENT INTERNATIONAL (JAPAN) LTD
AES CORP,"PLAZA BUILDING, INC"
DOW CHEMICAL CO,MTD PIPELINE LLC
KINDER MORGAN INC,KINDER MORGAN PETCOKE LP LLC
COMCAST CORP,TURNER ENTERTAINMENT CO
KINDER MORGAN INC,"DEVCO USA, L.L.C."
KINDER MORGAN INC,KINDER MORGAN INTERSTATE GAS TRANSMISSION LLC
COMCAST CORP,WARNER-ELEKTRA-ATLANTIC CORPORATION /
WEYERHAEUSER CO,WEYERHAEUSER VENTURE COMPANY
COMCAST CORP,TIME LIFE INC. /
KINDER MORGAN INC,LOMITA RAIL TERMINAL LLC
KINDER MORGAN INC,D
DUKE ENERGY CORP,"GREEN POWER G.P., LLC"
COMCAST CORP,SPINNER NETWORKSINCORPORATED/
COMCAST CORP,"DIGITAL MARKETING SERVICES, INC. /"
WELLS FARGO & CO,GBB CAPITAL V
JOY GLOBAL INC,"HARNISCHFEGER TECHNOLOGIES, INC"
FORD MOTOR CO,FORD CREDIT AUTO OWNER TRUST 2008-C
ALCOA INC,"ALUMINERIE LAURALCO, INC"
CAREFUSION CORP,VIASYS INTERNATIONAL CORPORATION
WELLS FARGO & CO,GBB CAPITAL VIII
DANAHER CORP,TEKTRONIX DEVELOPMENT COMPANY (OREGON)
DANAHER CORP,"TEKTRONIX FEDERAL SYSTEMS, INC. (OREGON)"
COMCAST CORP,"CNN NEWSOURCE SALES, INC. /"
KINDER MORGAN INC,TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC
CITIGROUP INC,LIQUIDATION PROPERTIES HOLDING COMPANY INC
COMCAST CORP,AOL ENHANCED SERVICES LLC /
WELLS FARGO & CO,GBB CAPITAL II
LOEWS CORP,HIGHMOUNT EXPLORATION & PRODUCTION TEXAS LLC
COMCAST CORP,WARNER BROS. THEATRICAL ENTERPRISES INC/
ECOLAB INC,"ISOLYSER INVESTMENTS, INC"
COMCAST CORP,WB MUSIC CORP. /
COMCAST CORP,COURTROOM TELEVISION NETWORK LLC /
ALCOA INC,"ALCOA MINERALS OF JAMAICA, L.L.C."
WELLS FARGO & CO,SOUTHERN RESIN & CHEMICAL COMPANY (THE)
CONOCOPHILLIPS,BURLINGTON RESOURCES HYDROCARBONS INC/
WEYERHAEUSER NR CO,CATCHLIGHT ENERGY LLC
CONOCOPHILLIPS,BURLINGTON RESOURCES INTERNATIONAL INC/
COMCAST CORP,"TURNER CLASSIC MOVIES LP, LLLP /"
COMCAST CORP,"SPINNER NETWORKS, INCORPORATED/"
ACE LTD,ACE LIFE INSURANCE COMPANY
COMCAST CORP,NETSCAPE COMMUNICATIONS CORPORATION/
EXXON MOBIL CORP,"WTW PROPERTIES, INC"
DANAHER CORP,"TEKTRONIX INTERNATIONAL, INC"
COMCAST CORP,"LEISURE ARTS, INC/"
COMCAST CORP,WARNER BROS. STUDIO FACILITIES INC/
KINDER MORGAN INC,NGPL CANYON COMPRESSION CO. LLC
MORGAN STANLEY,GT ENERGY CORPORATION
COMCAST CORP,"ATLANTA HOCKEY CLUB, INC. /"
CITIGROUP INC,"LAVAFLOW, INC"
COMCAST CORP,WL ACQUISITION LLC /
WELLS FARGO & CO,"GREATER BAY BANK, NATIONAL ASSOCIATION"
ALTRIA GROUP INC,PHILIP MORRIS GLOBAL BRANDS INC
KINDER MORGAN INC,KINDER MORGAN MICHIGAN OPERATOR LLC
DUKE ENERGY CORP,"DEGS OF OKLAHOMA, LLC"
MASCO CORP,MASCO CABINETRY MIDDLEFIELD LLC
COMCAST CORP,NETSCAPE COMMUNICATIONS CORPORATION /
KINDER MORGAN INC,MILWAUKEE BULK TERMINALS LLC
COMCAST CORP,"EZGIFT CERTIFICATES, INC/"
BALL CORP,"METAL PACKAGING INTERNATIONAL, INC"
COMCAST CORP,ENTERTAINMENT WEEKLY INC. /
KINDER MORGAN INC,"GULF ENERGY MARKETING, LLC"
COMCAST CORP,"CASTLE ROCK ENTERTAINMENT, INC. /"
KINDER MORGAN INC,KINDER MORGAN PIPELINES (USA) INC. - DE
CITIGROUP INC,CITIGROUP FINANCE PARTNERSHIP
KINDER MORGAN INC,"KINDER MORGAN CO2 COMPANY, L.P."
WELLS FARGO & CO,ROHM AND HAAS WOOD TREATMENT LLC
WEYERHAEUSER NR CO,WEYERHAEUSER SOLUTIONS BRAZIL LLC
COMCAST CORP,ATLANTIC RECORDING CORPORATION /
WELLS FARGO & CO,GBB CAPITAL VII
WELLS FARGO & CO,SAN JOSE NATIONAL BANK
KINDER MORGAN INC,"KN TRANSCOLORADO, INC"
MORGAN STANLEY,RIVA INVESTMENTS LLC
COMCAST CORP,"HANNA-BARBERA ENTERTAINMENT CO., INC/"
WELLS FARGO & CO,SANTA CRUZ CAPITAL LLC
FIFTH THIRD BANCORP,FIRST NATIONAL BANKSHARES STATUTORY TRUST I
WELLS FARGO & CO,WACHOVIA LOAN AUTO OWNER TRUST
KINDER MORGAN INC,"PADDY RYAN CRANE, LLC"
WELLS FARGO & CO,GLENDALE SALT DEVELOPMENT LLC
DOW CHEMICAL CO,DEXCO POLYMERS L.P.
KINDER MORGAN INC,"QUEEN CITY TERMINALS, INC"
COMCAST CORP,TIME INC. HOME ENTERTAINMENT/
COMCAST CORP,"NEW LINE DISTRIBUTION, INC/"
EXXON MOBIL CORP,"CLASSIC OIL AND GAS, INC"
COMCAST CORP,"THIS OLD HOUSE PRODUCTIONS, INC/"
COMCAST CORP,NEW CHAPPELL INC. /
KINDER MORGAN INC,NGPL HOLDCO INC
COMCAST CORP,"TIME CONSUMER MARKETING, INC. /"
WELLS FARGO & CO,PACIFIC NORTHWEST BANK
DUKE ENERGY CORP,"CINERGY MEXICO HOLDINGS, LP"
EXXON MOBIL CORP,"PERI ENERGY ACQUISITION #2, LLC"
KINDER MORGAN INC,"KINDER MORGAN TERMINALS, INC"
DUKE ENERGY CORP,"DUKE ENERGY FIELD SERVICES, LP"
EXXON MOBIL CORP,"XTO RESOURCES I GP, LLC"
RAYTHEON CO,"NETFIRES, LLC"
WELLS FARGO & CO,"ROHM AND HAAS ELECTRONIC MATERIALS HOLDINGS, INC. (SHIPLEY HOLDINGS INC.)"
AMERICAN EXPRESS CO,"RIVERSOURCE CDO SEED INVESTMENT, LLC"
KINDER MORGAN INC,KINDER MORGAN RIVER TERMINALS LLC
EXXON MOBIL CORP,X LANDMARK LLC
KINDER MORGAN INC,"KINDER MORGAN TRANSMIX COMPANY, LLC"
KINDER MORGAN INC,SOUTHWEST FLORIDA PIPELINE LLC
COMCAST CORP,TIME WARNER INC. (REGISTRANT)/
COMCAST CORP,AOL TIME WARNER INC. (REGISTRANT) /
ALCOA INC,ALCOA SECURITIES CORPORATION
COMCAST CORP,WARNER BROS. ENTERPRISES INC/
KINDER MORGAN INC,"KINDER MORGAN G.P., INC."
COMCAST CORP,"TURNER ENTERTAINMENT NETWORKS ASIA, INC. /"
WELLS FARGO & CO,ROHM AND HAAS ELECTRONIC MATERIALS CMP INC
WELLS FARGO & CO,MID- PENINSULA CAPITAL LLC
KINDER MORGAN INC,"KINDER MORGAN PETCOKE, L.P."
WELLS FARGO & CO,"ROHM AND HAAS ELECTRONIC MATERIALS HOLDINGS, INC"
COMCAST CORP,"CABLE NEWS INTERNATIONAL, INC/"
KINDER MORGAN INC,KINDER MORGAN ILLINOIS PIPELINE LLC
WELLS FARGO & CO,ROHM AND HAAS PUERTO RICO INC
CAREFUSION CORP,VIASYS RESPIRATORY CARE INC
COMCAST CORP,"TRUVEO, INC. /"
WELLS FARGO & CO,ROH MONOMER HOLDING COMPANY
CONOCOPHILLIPS,BROG GP INC/
BB&T CORP,"MCGRIFF, SEIBELS & WILLIAMS OF MARYLAND, INC"
COMCAST CORP,"OXMOOR HOUSE, INC. /"
COMCAST CORP,"TURNER HOME ENTERTAINMENT, INC/"
DOW CHEMICAL CO,CARGILL DOW LLC
DOW CHEMICAL CO,DEXCO POLYMERS LP
CIGNA CORP,"CIGNA INTERNATIONAL INVESTMENT ADVISORS, LTD"
MORGAN STANLEY,TRANSMONTAIGNE OPERATING COMPANY L.P.
COMCAST CORP,"WARNER/CHAPPELL MUSIC, INC. /"
COMCAST CORP,"OXMOOR HOUSE, INC/"
KINDER MORGAN INC,KINDER MORGAN MID ATLANTIC MARINE SERVICES LLC
KINDER MORGAN INC,MIDCONTINENT EXPRESS PIPELINE LLC
COMCAST CORP,WARNER-TAMERLANE PUBLISHING CORP. /
KINDER MORGAN INC,KINDER MORGAN LOUISIANA PIPELINE HOLDING LLC
COMCAST CORP,MAVERICK RECORDING COMPANY /
WELLS FARGO & CO,"CENTRAL SQUARE COMPANY, INC"
COMCAST CORP,AOL OPERATIONS ASIA LLC/
FORD MOTOR CO,FORD CREDIT AUTO OWNER TRUST 2009-A
WELLS FARGO & CO,GBB CAPITAL VI
COMCAST CORP,"THE CARTOON NETWORK LP, LLLP/"
KINDER MORGAN INC,KINDER MORGAN NORTH TEXAS PIPELINE LLC
KINDER MORGAN INC,"KINDER MORGAN MICHIGAN, LLC"
COMCAST CORP,WB 100-PLUS STATION GROUP PARTNERS INC/
MORGAN STANLEY,TRANSMONTAIGNE PARTNERS L.P.
EXXON MOBIL CORP,RINGWOOD GATHERING COMPANY
ALCOA INC,"SURINAME ALUMINUM COMPANY, L.L.C."
COMCAST CORP,LIBERATE TECHNOLOGIES LLC
ORACLE CORP,"RETEK INTERNATIONAL, INC"
DOW CHEMICAL CO,DOWBRANDS INC
AMERICAN EXPRESS CO,AMERICAN EXPRESS RECEIVABLES FINANCING CORPORATION III LLC
ACE LTD,"ACE US HOLDINGS, INC"
COMCAST CORP,WARNER BROS. RECORDS INC. /
DUKE ENERGY CORP,"ENERVEST OLANTA, LLC"
JOY GLOBAL INC,AMERICAN ALLOY CORPORATION
DUKE ENERGY CORP,"GREEN POWER LIMITED, LLC"
WEYERHAEUSER CO,"WEYERHAEUSER FINANCIAL INVESTMENTS, INC"
KINDER MORGAN INC,"KM DECATUR, INC"
COMCAST CORP,WARNER PUBLISHER SERVICES INC. /
KINDER MORGAN INC,"TEJAS GAS, LLC"
LOEWS CORP,HIGHMOUNT EXPLORATION & PRODUCTION SERVICES LLC
KINDER MORGAN INC,KM UPSTREAM LLC
COMCAST CORP,"HAWKS BASKETBALL, INC. /"
KINDER MORGAN INC,KINDER MORGAN TEJAS PIPELINE LLC
COMCAST CORP,RHINO ENTERTAINMENT COMPANY /
KINDER MORGAN INC,I.M.T. LAND CORP.
WELLS FARGO & CO,CNB INVESTMENT TRUST I
KINDER MORGAN INC,KINDER MORGAN COCHIN LLC
WELLS FARGO & CO,GBB CAPITAL III
COMCAST CORP,"TURNER ARENA PRODUCTIONS AND SALES, INC. /"
WELLS FARGO & CO,GBB CAPITAL IV
ALCOA INC,"ALCOA HOME EXTERIORS, INC"
COMCAST CORP,"TIME WARNER COMPANIES, INC/"
SCHLUMBERGER LTD,"SCHLUMBERGER OMNES, INC., (DELAWARE)"
KINDER MORGAN INC,"GLOBALPLEX PARTNERS, JOINT VENTURE"
DOW CHEMICAL CO,DOW AGROSCIENCES CHINA LTD
COMCAST CORP,LONDON-SIRE RECORDS INC. /
KINDER MORGAN INC,KMBT LLC
KINDER MORGAN INC,KINDER MORGAN BORDER PIPELINE LLC
WELLS FARGO & CO,PLACER STATUTORY TRUST IV
ALCOA INC,HOWMET HOLDINGS CORPORATION
COMCAST CORP,"WARNER BOOKS, INC/"
COMCAST CORP,AOL TIME WARNER INTERACTIVE VIDEO GROUP INC. (D/B/A MYSTRO TV)/ /
COMCAST CORP,WARNER BROS. TELEVISION DISTRIBUTION INC/
KINDER MORGAN INC,"KINDER MORGAN ARROW TERMINALS, L.P."
COMCAST CORP,TIME WARNER NY CABLE LLC/
COMCAST CORP,WARNER BROS. PICTURES INC/
COMCAST CORP,WEA MANUFACTURING INC. /
WELLS FARGO & CO,MT. DIABLO NATIONAL BANK
AMERICAN EXPRESS CO,"WAM ACQUISITION GP, INC"
KINDER MORGAN INC,TRITON POWER COMPANY LLC
KINDER MORGAN INC,PINNEY DOCK & TRANSPORT LLC
KINDER MORGAN INC,"WESTERN PLANT SERVICES, INC"
FORD MOTOR CO,FORD MOTOR CREDIT COMPANY LLC
COMCAST CORP,DC COMICS  /
WELLS FARGO & CO,PLACER SIERRA BANK
DUKE ENERGY CORP,"TEPPCO PARTNERS, L.P."
MORGAN STANLEY,"FD INSURANCE SERVICES OF NEW MEXICO, INC"
MORGAN STANLEY,MS SOLAR SOLUTIONS CORP
FORD MOTOR CO,FORD CREDIT AUTO OWNER TRUST 2007-B
BALL CORP,"BALL PAN-EUROPEAN HOLDINGS, INC"
KINDER MORGAN INC,"KINDER MORGAN TEXAS TERMINALS, L.P."
KINDER MORGAN INC,FAYETTEVILLE EXPRESS PIPELINE LLC
COMCAST CORP,"TURNER BROADCASTING ASIA PACIFIC, INC. /"
MORGAN STANLEY,MS COAL TRADING CORP
WELLS FARGO & CO,BEE CHEMICAL COMPANY
MORGAN STANLEY,"COASTAL TUG AND BARGE, INC"
MORGAN STANLEY,"FD INSURANCE SERVICES, INC"
MORGAN STANLEY,MS RETAIL DEVELOPMENT CORP
MORGAN STANLEY,NORTHWEST ELECTRIC DEVELOPMENT CORPORATION
MORGAN STANLEY,NANIWA TERMINAL LLC
MORGAN STANLEY,COASTAL TERMINAL L.L.C.
KINDER MORGAN INC,"GUILFORD COUNTY TERMINAL COMPANY, LLC"
MORGAN STANLEY,TRANSMONTAIGNE PRODUCT SERVICES INC
MORGAN STANLEY,TRANSMONTAIGNE OPERATING GP L.L.C.
COMCAST CORP,TIME DISTRIBUTION SERVICES INC/
BALL CORP,BALL ASIA SERVICES LIMITED
KINDER MORGAN INC,"GULF ENERGY GAS, LLC"
WELLS FARGO & CO,"GLC TRUCKING CO., INC."
COMCAST CORP,TWI CABLE INC. /
CONOCOPHILLIPS,CONOCO CORPORATE HOLDINGS L.P.
COMCAST CORP,"COMCAST OF LAKEWOOD, LLC"
HARRIS CORP,LEITCH AMERICA CORPORATION
CITIGROUP INC,BOWERY CBNA LOAN FUNDING LLC
STAPLES INC,"STAPLES NS HOLDINGS, LLC"
CATERPILLAR INC,"MATERIAL HANDLING ASSOCIATES, INC"
DUKE ENERGY CORP,"FORT WALTON DEVELOPMENT, LLC"
CAREFUSION CORP,"CAREFUSION EIT, LLC"
DEERE & CO,JOHN DEERE CONSTRUCTION & FORESTRY COMPANY
VENTAS INC,"BROOKDALE LIVING COMMUNITIES OF MASSACHUSETTS-RB, LLC"
WELLS FARGO & CO,"WELLS FARGO BUSINESS CREDIT, INC"
KINDER MORGAN INC,INTERENERGY CORPORATION
AES CORP,"AES HAWAII MANAGEMENT COMPANY, INC"
PITNEY BOWES INC,PREFCO - DAYTON COMMUNITY URBAN REDEVELOPMENT CORPORATION
RAYTHEON CO,"BEECHCRAFT UE-50 LEASING, INC"
COMCAST CORP,"COMCAST CABLE COMMUNICATIONS HOLDINGS, LLC"
MASCO CORP,MILL'S PRIDE LLC
DOVER CORP,"DOVER DIVERSIFIED DE, INC"
AMERICAN EXPRESS CO,BUSINESS EQUIPMENT FINANCING CORPORATION
COMCAST CORP,"COMCAST CABLEVISION OF NEW HAVEN, INC"
VENTAS INC,"SUNRISE WALL ASSISTED LIVING, L.L.C."
COMCAST CORP,"COMCAST OF CLINTON MI, INC"
SYSCO CORP,"SYSCO FOOD SERVICES OF COLUMBIA, LLC"
DUKE ENERGY CORP,"GNE HOLDINGS, LLC"
PRAXAIR INC,"HOME HOSPITAL SERVICES, INC"
WELLS FARGO & CO,WACHOVIA CAPITAL TRUST X
WELLS FARGO & CO,"WACHOVIA GUARANTEED TAX CREDIT FUNDC/GA, LLC"
H&R BLOCK INC,"H&R BLOCK EASTERN SUPPORT SERVICES, LLC/"
YUM BRANDS INC,"ORIOLE PIZZA HUT, INC"
CITIGROUP INC,ADAM CAPITAL TRUST I
COMCAST CORP,"COMCAST ENTERTAINMENT PRODUCTIONS, INC"
GENERAL MILLS INC,"GARDETTO'S BAKERY, INC"
COMCAST CORP,"TCI/CI MERGER SUB, LLC"
WELLS FARGO & CO,CARDINAL FINANCE CORPORATION
DOW CHEMICAL CO,DOW GLOBAL TECHNOLOGIES INC
H&R BLOCK INC,"HRB PARTNERS, INC/"
FLUOR CORP,"III CBV/CCSI, LLC"
DUKE ENERGY CORP,CLEAN ENERGY PARTNERS PARTNERSHIP
DOVER CORP,"MARK ANDY, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE BSCMS 2005-TOP18 LLC
VENTAS INC,"LOYALSOCK NOMINEE, LLC"
COMCAST CORP,"PHILADELPHIA PHANTOMS, INC"
NISOURCE INC,"COLUMBIA GAS OF VIRGINIA, INC"
WELLS FARGO & CO,"FIRST SECURITY PROCESSING SERVICES, INC"
AES CORP,"AES TRANSGAS, LLC (CURRENT)"
LENNAR CORP,THE BAYWINDS LAND TRUST
WELLS FARGO & CO,WACHOVIA DEFEASANCE FUNB 2001-C4 CRIT PORTFOLIO LLC
RAYTHEON CO,"BEECHCRAFT UC-134 LEASING, INC"
GENERAL ELECTRIC CO,GE HEALTHCARE USA HOLDING INC
INTUIT INC,CBS ADVISORS LLC
NISOURCE INC,COLUMBIA DEEP WATER SERVICES COMPANY
WELLS FARGO & CO,"HISTORIC WEST ELEMENTARY, LLC"
AES CORP,"AES SOMERSET, L.L.C. (CURRENT)"
AUTONATION INC,"WESTMONT M. IMPORTS, INC."
WELLS FARGO & CO,AHG TAX CREDIT FUND XII L.L.C.
ALTRIA GROUP INC,U.S. SMOKELESS TOBACCO BRANDS INC.
NOBLE CORP,NOBLE HOLDING INTERNATIONAL LLC
CITIGROUP INC,TRV/RCM LP CORP
STRYKER CORP,STRYKER BIOTECH LLC
COMCAST CORP,"COMCAST OF CALIFORNIA XII, INC"
CITIGROUP INC,CITICORP FINANCIAL SERVICES CORPORATION
LENNAR CORP,"NATOMAS ESTATES, LLC"
MEDTRONIC INC,MEDTRONIC PHYSIO-CONTROL MANUFACTURING CORP
PERKINELMER INC,PACKARD BIOSCIENCE COMPANY
DIRECTV,"DTV HOME SERVICES II, LLC"
MEDTRONIC INC,"MEDTRONIC BIO-MEDICUS, INC"
CLOROX CO,THE CLOROX COMPANY OF PUERTO RICO
H&R BLOCK INC,COMPANION MORTGAGE CORPORATION
AUTONATION INC,"LOU GRUBB CHEVROLET-ARROWHEAD, INC"
AES CORP,"THINKAES, INC. (CURRENT)"
CITIGROUP INC,EAB COMMUNITY DEVELOPMENT CORP
CONOCOPHILLIPS,STAMPEDER ENERGY (U.S.) INC.
COMCAST CORP,"INSIGHT CAPITAL, INC"
COMCAST CORP,COMCAST OF MARYLAND PARTNERSHIP
GENERAL ELECTRIC CO,OEC MEDICAL SYSTEMS INC
WELLS FARGO & CO,"WELLS FARGO FINANCIAL HOLDINGS, LLC"
AUTONATION INC,"DON MEALEY CHEVROLET, INC"
COMCAST CORP,"UNITED CABLE TELEVISION OF CHASKA, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE GECCMC 2003-C2 III LLC
AMEREN CORP,CILCORP LEASE MANAGEMENT INC
WELLS FARGO & CO,"WACHOVIA GUARANTEED TAX CREDIT FUNDWF/CA, LLC"
FORD MOTOR CO,"AUTOALLIANCE INTERNATIONAL, INC"
COMCAST CORP,"COMCAST NEWCO 1, INC"
CITIGROUP INC,CITIGROUP ALTERNATIVE INVESTMENTS LLC
RYDER SYSTEM INC,"RYDER FLEETPRODUCTS.COM, INC."
APACHE CORP,TEXAS INTERNATIONAL COMPANY
FISERV INC,"FISERV FULFILLMENT SERVICES TITLE AGENCY, INC"
RAYTHEON CO,RAYTHEON AIRCRAFT PARTS INVENTORY & DISTRIBUTION COMPANY
BB&T CORP,"ROSE SHANIS FINANCIAL SERVICES, LLC"
COMCAST CORP,"LENFEST YORK, LLC"
AUTONATION INC,"LES MARKS CHEVROLET, INC"
COMCAST CORP,"USA INTERACTIVE, INC"
COMCAST CORP,"COMCAST VF HOLDINGS, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE GMAC 2003-C1 LLC
STAPLES INC,"SOM HAGERSTOWN, INC"
WELLS FARGO & CO,"FANNIN COUNTY EQUESTRIAN COMMUNITY, LLC"
COMCAST CORP,"COMCAST OF SOUTH CHICAGO, INC"
WELLS FARGO & CO,"YOUNG HOMES MORTGAGE, LLC"
COMCAST CORP,"TCI OF WATERTOWN, INC"
COMCAST CORP,"COMCAST TELEPHONY COMMUNICATIONS OF SOUTH CAROLINA, INC"
HCA INC,LAS VEGAS SURGICAL CENTER
DUKE ENERGY CORP,"THE RESERVE, LLC"
AUTONATION INC,"AUTONATION IMPORTS OF PALM BEACH, INC"
CITIGROUP INC,CITIBANK (NEW YORK STATE)
LENNAR CORP,"LENNAR LA PAZ, INC"
DIRECTV,"V SPORTS NET NORTHWEST, LLC"
CITIGROUP INC,"CPI-LCP JACKSON HOLE OPERATOR, LLC"
PERRIGO CO,PERRIGO INTERNATIONAL HOLDINGS INC
ALCOA INC,CORDANT TECHNOLOGIES HOLDING COMPANY
LENNAR CORP,"LENNAR FAMILY OF BUILDERS GP, INC"
LENNAR CORP,U.S. HOME & DEVELOPMENT CORPORATION
LENNAR CORP,"HERITAGE OF AUBURN HILLS, LLC"
ALLSTATE CORP,"NORTHBROOK HOLDINGS, LLC"
CERNER CORP,"THE HEALTH EXCHANGE, INC"
HOSPIRA INC,"HOSPIRA, INC"
DANAHER CORP,"GREAT PLAINS METER, INC"
H&R BLOCK INC,"FIRST OPTION ASSET MANAGEMENT SERVICES, INC"
AES CORP,"GRANBURY POWER PLANT MANAGEMENT HOLDCO, L.L.C."
HORMEL FOODS CORP,HORMEL FINANCIAL SERVICES CORPORATION
WELLS FARGO & CO,WACHOVIA DEFEASANCE LB-UBS 2004-C7 LLC
AUTONATION INC,RI/LLC ACQUISITION CORP
CATERPILLAR INC,MAK AMERICAS INC
GENERAL ELECTRIC CO,"MRA SYSTEMS INTERNATIONAL, INC"
AUTONATION INC,"MACHOWARD LEASING HOLDING, LLC"
CONOCOPHILLIPS,RAPTOR GAS TRANSMISSION LLC
US BANCORP,"ELAVON, INC"
AES CORP,"AES SHADY POINT, LLC"
SAFEWAY INC,"SAFEWAY RICHMOND, INC"
RAYTHEON CO,RAYTHEON SYSTEMS COMPANY LLC
YAHOO INC,ASSOCIATED CONTENT INC
LOEWS CORP,LORILLARD TOBACCO COMPANY /
FEDEX CORP,V. FEDERAL EXPRESS LEASING CORPORATION
COMCAST CORP,"GENACAST VENTURES, LLC"
GENERAL MILLS INC,RDL COAL LLC
KINDER MORGAN INC,5- KINDER MORGAN SERVICES LLC
